geneid, patientid, expression value
50, 77, 1027034.00
50, 78, 937095.34
50, 79, 1715431.27
50, 80, 1000134.83
50, 81, 565348.74
50, 82, 1080278.32
50, 83, 38947.00
50, 84, 897355.36
50, 85, 1883021.15
50, 86, 526497.76
50, 87, 1157686.49
50, 88, 366294.75
50, 89, 149895.51
50, 90, 904871.82
50, 91, 1241967.82
50, 92, 1944854.26
50, 93, 105949.21
50, 94, -76361.67
50, 95, 62689.14
50, 96, -141765.54
50, 97, 541033.74
50, 98, 1318636.55
50, 99, 291421.73
51, 0, 1412575.76
51, 1, 653182.52
51, 2, 170307.92
51, 3, 597087.04
51, 4, 288769.27
51, 5, 1643345.15
51, 6, 1409104.08
51, 7, 798482.81
51, 8, 256540.01
51, 9, 76745.17
51, 10, 1468114.02
51, 11, -66041.36
51, 12, 457683.81
51, 13, 1954480.19
51, 14, 1685929.15
51, 15, 476937.61
51, 16, 124733.47
51, 17, 1810485.55
51, 18, 460705.68
51, 19, 1942811.04
51, 20, 1731012.32
51, 21, 611148.35
51, 22, 1128745.54
51, 23, -107789.86
51, 24, 939392.44
51, 25, 751348.20
51, 26, 1911157.49
51, 27, 1641445.20
51, 28, 1396786.73
51, 29, 483425.82
51, 30, 986707.25
51, 31, 257696.95
51, 32, 1458570.32
51, 33, 1961507.51
51, 34, 1374104.37
51, 35, -111105.56
51, 36, -169.47
51, 37, 1532632.14
51, 38, 588800.13
51, 39, 1076189.25
51, 40, 964349.57
51, 41, 753997.21
51, 42, 782289.47
51, 43, 618766.45
51, 44, 620012.57
51, 45, 1253690.83
51, 46, 330277.17
51, 47, 762607.26
51, 48, 1475158.43
51, 49, 481082.25
51, 50, 122178.84
51, 51, 1184502.99
51, 52, 413173.43
51, 53, 1343491.98
51, 54, 1434205.78
51, 55, -179584.43
51, 56, 663637.61
51, 57, 1019493.42
51, 58, 184582.95
51, 59, 812654.37
51, 60, 1792063.00
51, 61, 1850440.43
51, 62, 1457154.65
51, 63, 1934285.77
51, 64, 1221921.26
51, 65, 1217709.73
51, 66, 1772454.77
51, 67, 1931799.23
51, 68, 930576.75
51, 69, -111709.01
51, 70, -51819.52
51, 71, 1308324.81
51, 72, -106820.57
51, 73, 1990572.28
51, 74, -45691.96
51, 75, 1774645.69
51, 76, 593896.37
51, 77, 1966734.55
51, 78, 41911.80
51, 79, 1944365.52
51, 80, 1359197.97
51, 81, 209719.70
51, 82, -90473.68
51, 83, 281087.05
51, 84, 1300292.41
51, 85, 703752.94
51, 86, 630547.00
51, 87, 1106067.04
51, 88, 276622.13
51, 89, 215268.41
51, 90, 459341.86
51, 91, 1394204.94
51, 92, 41337.46
51, 93, 1325693.73
51, 94, 362382.41
51, 95, 206320.28
51, 96, -65622.62
51, 97, 1855147.98
51, 98, 1007638.40
51, 99, 49901.50
52, 0, 1340548.57
52, 1, -63512.74
52, 2, 1768932.68
52, 3, 551775.41
52, 4, 470224.61
52, 5, 449160.73
52, 6, 642183.93
52, 7, 641239.16
52, 8, 281224.66
52, 9, 1492253.47
52, 10, 1130500.88
52, 11, 1908004.65
52, 12, 1718965.59
52, 13, 756153.63
52, 14, 1272441.84
52, 15, 768350.31
52, 16, 1180500.37
52, 17, 1395718.08
52, 18, 1568451.10
52, 19, 496270.94
52, 20, 1967789.58
52, 21, 29423.88
52, 22, 417815.16
52, 23, 338018.15
52, 24, 1626537.88
52, 25, 1628238.55
52, 26, 1453765.18
52, 27, 1445892.83
52, 28, 434937.20
52, 29, 619581.46
52, 30, 1776156.48
52, 31, 1231372.97
52, 32, 1505501.26
52, 33, 1975995.52
52, 34, -118860.00
52, 35, 31140.08
52, 36, 316929.11
52, 37, 1416529.41
52, 38, -126890.91
52, 39, 1904813.58
52, 40, 144620.12
52, 41, 1186378.28
52, 42, 988862.98
52, 43, 254009.63
52, 44, 762154.16
52, 45, 649307.93
52, 46, 1870600.36
52, 47, 645027.92
52, 48, 303371.85
52, 49, 580527.99
52, 50, 1437360.39
52, 51, 1268786.78
52, 52, 1818735.77
52, 53, 1592734.15
52, 54, -151145.66
52, 55, 1378702.67
52, 56, 621141.85
52, 57, 725217.89
52, 58, 671178.41
52, 59, 1962886.83
52, 60, 1040365.05
52, 61, 602108.12
52, 62, 27361.79
52, 63, 1987388.59
52, 64, 997658.74
52, 65, 379781.33
52, 66, 1173452.05
52, 67, -27961.27
52, 68, 274452.81
52, 69, 695262.83
52, 70, 830334.84
52, 71, 1605746.49
52, 72, 1930099.84
52, 73, 1974615.24
52, 74, 762995.59
52, 75, 344028.18
52, 76, 373591.21
52, 77, 1803462.13
52, 78, 433681.57
52, 79, -158440.43
52, 80, 1062517.06
52, 81, 1050757.30
52, 82, 1635518.55
52, 83, 1886517.02
52, 84, 118259.11
52, 85, 68316.57
52, 86, 740057.33
52, 87, 1655687.60
52, 88, 1171844.12
52, 89, 874447.22
52, 90, 792509.60
52, 91, -50222.93
52, 92, 1835827.86
52, 93, 616657.20
52, 94, 127037.74
52, 95, 392850.19
52, 96, 86130.15
52, 97, 1639903.01
52, 98, 1269613.32
52, 99, 1868455.69
53, 0, 677469.40
53, 1, 737480.88
53, 2, 848258.20
53, 3, -162740.11
53, 4, 1046236.85
53, 5, 483964.40
53, 6, -86393.89
53, 7, 372777.44
53, 8, 979073.10
53, 9, 819775.33
53, 10, -44673.94
53, 11, 383663.02
53, 12, 1559749.06
53, 13, 673783.76
53, 14, 360569.52
53, 15, 229395.42
53, 16, 386031.04
53, 17, 1830369.36
53, 18, 1930895.77
53, 19, 927461.40
53, 20, 1222721.32
53, 21, 645485.66
53, 22, 932864.07
53, 23, 422085.91
53, 24, 1246107.27
53, 25, 1923033.05
53, 26, 1045524.30
53, 27, 1691766.76
53, 28, 1117762.19
53, 29, 291752.80
53, 30, 121834.28
53, 31, 685189.58
53, 32, 933080.02
53, 33, 210821.34
53, 34, 1941656.55
53, 35, 700285.64
53, 36, 1026300.91
53, 37, -68006.68
53, 38, 201759.64
53, 39, 1326878.12
53, 40, 1101389.31
53, 41, 242247.40
53, 42, 1764863.40
53, 43, -29385.69
53, 44, 614791.96
53, 45, 437837.39
53, 46, 153082.05
53, 47, 1006060.51
53, 48, 1742719.60
53, 49, 336281.79
53, 50, 186008.92
53, 51, 1317645.96
53, 52, 1032356.71
53, 53, 218464.93
53, 54, 1581198.51
53, 55, 701134.91
53, 56, 365565.83
53, 57, 1629601.86
53, 58, 1463590.97
53, 59, 1192995.74
53, 60, 1283963.49
53, 61, 343457.41
53, 62, 1312131.20
53, 63, 855701.98
53, 64, 133136.07
53, 65, 1127462.01
53, 66, 385561.97
53, 67, 1186094.82
53, 68, 304590.72
53, 69, 630827.38
53, 70, 1773360.40
53, 71, 1892635.33
53, 72, 291110.96
53, 73, 171672.18
53, 74, 1847900.80
53, 75, 47873.18
53, 76, 1269356.84
53, 77, 976056.28
53, 78, 1929190.04
53, 79, 643686.25
53, 80, 1947461.05
53, 81, 1668678.94
53, 82, 1662343.27
53, 83, 1788354.56
53, 84, 238731.58
53, 85, 458842.26
53, 86, 1625894.58
53, 87, 560249.12
53, 88, 689959.96
53, 89, 1895677.01
53, 90, 208215.40
53, 91, 285991.48
53, 92, 598254.50
53, 93, 47816.20
53, 94, 1712701.17
53, 95, 245337.72
53, 96, 1300933.77
53, 97, 1036753.59
53, 98, 1607980.63
53, 99, 1943207.60
54, 0, 538935.20
54, 1, 1971418.35
54, 2, 1782660.70
54, 3, 1728653.83
54, 4, 238619.61
54, 5, 1774199.65
54, 6, 98871.35
54, 7, 1032069.48
54, 8, 1946747.14
54, 9, 1563562.20
54, 10, 1342246.79
54, 11, 1617677.56
54, 12, 1498535.87
54, 13, 1207270.57
54, 14, 644386.08
54, 15, 1138525.73
54, 16, 1586884.43
54, 17, 1785286.45
54, 18, 440583.88
54, 19, 1342431.17
54, 20, 734463.66
54, 21, 1637941.11
54, 22, 1995870.01
54, 23, 605106.34
54, 24, 1041657.24
54, 25, 802217.62
54, 26, 1426070.62
54, 27, 1302716.55
54, 28, -104602.55
54, 29, 1746109.77
54, 30, 1406659.81
54, 31, 1497019.65
54, 32, 665551.24
54, 33, -136549.15
54, 34, -120073.39
54, 35, -183726.09
54, 36, 445802.59
54, 37, 553853.95
54, 38, 343739.34
54, 39, 1635907.67
54, 40, 940875.15
54, 41, -183926.49
54, 42, 2001837.92
54, 43, 1630255.86
54, 44, 377299.85
54, 45, 1239130.68
54, 46, 1804146.69
54, 47, 1379499.36
54, 48, 595985.96
54, 49, 89325.61
54, 50, 1171654.72
54, 51, 1379933.78
54, 52, 1414890.87
54, 53, -142069.13
54, 54, 1744600.90
54, 55, 915068.84
54, 56, 1946159.33
54, 57, 437816.33
54, 58, 132710.91
54, 59, 478369.46
54, 60, 1308630.99
54, 61, 426582.14
54, 62, 1340145.44
54, 63, 1072509.79
54, 64, -50071.34
54, 65, 803912.30
54, 66, 1802257.57
54, 67, 1856538.47
54, 68, 1040254.51
54, 69, 435079.43
54, 70, 239901.20
54, 71, 1408288.09
54, 72, 894286.42
54, 73, 587240.25
54, 74, -118290.21
54, 75, 262547.17
54, 76, 556112.11
54, 77, 149988.73
54, 78, 30432.29
54, 79, 694339.70
54, 80, 1379206.87
54, 81, -4131.83
54, 82, 653784.84
54, 83, 1204146.51
54, 84, 1387061.44
54, 85, 1924562.43
54, 86, -123204.17
54, 87, 146268.12
54, 88, 859156.76
54, 89, 1343478.46
54, 90, 1728431.92
54, 91, 321368.79
54, 92, 736427.35
54, 93, 1582868.00
54, 94, 171190.44
54, 95, 214154.57
54, 96, 151508.08
54, 97, 765671.42
54, 98, 1014066.00
54, 99, 1522115.56
55, 0, 1492215.38
55, 1, 1558376.78
55, 2, 1844528.04
55, 3, 1748897.44
55, 4, 929857.39
55, 5, 49605.48
55, 6, 678278.39
55, 7, 414452.53
55, 8, 849479.70
55, 9, 1765863.45
55, 10, 61145.20
55, 11, 1035580.52
55, 12, 962791.32
55, 13, 460930.44
55, 14, 390280.90
55, 15, 140553.68
55, 16, 1214887.82
55, 17, 1728180.55
55, 18, -155656.91
55, 19, 1388975.76
55, 20, 1577599.24
55, 21, 1646229.97
55, 22, 367817.05
55, 23, 1935285.38
55, 24, -2915.72
55, 25, 619650.23
55, 26, 1752361.71
55, 27, 1762461.98
55, 28, 497536.47
55, 29, 1224644.85
55, 30, 38136.45
55, 31, 658789.60
55, 32, 1111680.48
55, 33, -174330.11
55, 34, 1889089.55
55, 35, 905108.63
55, 36, 1492806.24
55, 37, 78698.79
55, 38, 326727.14
55, 39, 22598.50
55, 40, 1543444.46
55, 41, 1763170.36
55, 42, 944738.16
55, 43, -78513.92
55, 44, 1304113.09
55, 45, 559915.48
55, 46, 1606384.84
55, 47, 1301778.08
55, 48, 1836551.21
55, 49, 1872928.83
55, 50, 866438.50
55, 51, 550968.39
55, 52, 1093319.73
55, 53, 393252.37
55, 54, 1354264.76
55, 55, 846433.06
55, 56, 991831.73
55, 57, -91751.11
55, 58, 171930.01
55, 59, 1072849.79
55, 60, 1848836.10
55, 61, 1472260.79
55, 62, 538354.44
55, 63, 437312.03
55, 64, 52455.73
55, 65, 1586719.20
55, 66, 147558.26
55, 67, 120540.88
55, 68, 498990.92
55, 69, 864403.92
55, 70, 970858.42
55, 71, 988634.32
55, 72, -89130.66
55, 73, 626430.22
55, 74, 1188456.69
55, 75, 1465342.84
55, 76, 769707.50
55, 77, 365653.56
55, 78, 1207435.41
55, 79, 1501641.51
55, 80, 1944646.41
55, 81, 1894891.95
55, 82, 1812287.44
55, 83, 1344450.49
55, 84, 687113.72
55, 85, 144192.25
55, 86, 750729.28
55, 87, 1921643.49
55, 88, 1074595.30
55, 89, 1185892.64
55, 90, -117289.92
55, 91, 1874221.85
55, 92, 365963.83
55, 93, 595457.77
55, 94, 374885.62
55, 95, 259856.93
55, 96, 485976.35
55, 97, 261508.55
55, 98, 1531713.36
55, 99, 918429.90
56, 0, -56700.51
56, 1, 562025.21
56, 2, 486294.77
56, 3, 1363477.35
56, 4, 1315272.92
56, 5, -52446.24
56, 6, 1675257.65
56, 7, 1544592.63
56, 8, 1159389.28
56, 9, 1048215.75
56, 10, 113397.42
56, 11, 117800.36
56, 12, 1291612.34
56, 13, 905054.82
56, 14, 398693.32
56, 15, 1095270.93
56, 16, 144236.11
56, 17, 626781.77
56, 18, -117961.25
56, 19, 336855.59
56, 20, 650471.03
56, 21, 129989.13
56, 22, 653837.74
56, 23, 1499070.19
56, 24, 529115.19
56, 25, 4865.98
56, 26, 1961722.58
56, 27, -162770.09
56, 28, 503931.70
56, 29, 520857.51
56, 30, 464808.50
56, 31, 1856064.29
56, 32, 3247.17
56, 33, 777566.14
56, 34, 334767.83
56, 35, 393811.16
56, 36, 124547.20
56, 37, 1319613.24
56, 38, 1221155.82
56, 39, 1881928.61
56, 40, 969836.27
56, 41, 1246752.51
56, 42, -185549.10
56, 43, 988784.68
56, 44, 955162.01
56, 45, 1766684.56
56, 46, 46800.83
56, 47, 1203238.54
56, 48, 929496.46
56, 49, 1819153.88
56, 50, 828095.44
56, 51, 872793.21
56, 52, 195960.47
56, 53, 1049742.21
56, 54, 1703672.37
56, 55, 1346811.03
56, 56, 567178.95
56, 57, -177652.11
56, 58, 1895015.79
56, 59, 553246.00
56, 60, 1110431.14
56, 61, 594565.12
56, 62, 493461.02
56, 63, 1352829.90
56, 64, 1818337.16
56, 65, 846750.64
56, 66, 767439.36
56, 67, 1746577.96
56, 68, 1492485.73
56, 69, 720026.58
56, 70, 1575541.74
56, 71, 1099793.27
56, 72, 1760116.90
56, 73, 116924.24
56, 74, 1915599.57
56, 75, 387989.31
56, 76, 1766471.74
56, 77, 352972.97
56, 78, 1725108.08
56, 79, 250790.16
56, 80, 206866.53
56, 81, 1148657.61
56, 82, 615137.06
56, 83, 271443.14
56, 84, 2003992.37
56, 85, 903118.61
56, 86, 1105762.98
56, 87, 722191.92
56, 88, 554263.13
56, 89, -136542.22
56, 90, 242877.53
56, 91, 1510282.51
56, 92, 492324.49
56, 93, 175324.76
56, 94, 242199.31
56, 95, 883483.50
56, 96, 1683516.30
56, 97, 1598697.84
56, 98, 982153.97
56, 99, 1030761.29
57, 0, 1670754.30
57, 1, 1238599.63
57, 2, 1107032.69
57, 3, 1451709.69
57, 4, 934506.94
57, 5, 1734868.23
57, 6, 647402.43
57, 7, 1161266.00
57, 8, 1718169.13
57, 9, 257725.96
57, 10, -56496.15
57, 11, 17868.59
57, 12, 825903.94
57, 13, 589767.78
57, 14, 1805243.44
57, 15, 1151061.22
57, 16, 715215.46
57, 17, -127911.93
57, 18, 1829381.76
57, 19, 1445645.95
57, 20, 197793.81
57, 21, 208118.21
57, 22, 1071596.80
57, 23, 1373171.27
57, 24, -50550.97
57, 25, 1096111.71
57, 26, 242281.42
57, 27, 804735.18
57, 28, 1136292.53
57, 29, 1588392.97
57, 30, 953832.99
57, 31, 1812722.72
57, 32, 1379430.11
57, 33, 1914559.56
57, 34, 1605608.95
57, 35, 511714.96
57, 36, 279696.97
57, 37, 1765803.13
57, 38, 1529553.96
57, 39, 823997.08
57, 40, 475345.08
57, 41, 932934.66
57, 42, 278945.09
57, 43, 659441.10
57, 44, 1087709.03
57, 45, 247439.96
57, 46, 645985.23
57, 47, 445985.28
57, 48, 1304003.97
57, 49, 152279.20
57, 50, -91082.87
57, 51, 969362.46
57, 52, 574505.37
57, 53, 1029198.09
57, 54, 1254451.30
57, 55, 95591.95
57, 56, 116516.88
57, 57, -169070.85
57, 58, -68840.62
57, 59, 1372136.99
57, 60, 1191675.41
57, 61, 1058400.65
57, 62, 1316096.35
57, 63, -160607.67
57, 64, 1140949.71
57, 65, 1336279.72
57, 66, 743971.86
57, 67, -80361.18
57, 68, 806003.78
57, 69, 1135204.79
57, 70, 251443.65
57, 71, 711183.42
57, 72, 1728148.73
57, 73, 469734.72
57, 74, 1474028.15
57, 75, 1254132.52
57, 76, 847326.20
57, 77, 861568.63
57, 78, 950163.83
57, 79, 317321.39
57, 80, 1870033.47
57, 81, 105668.00
57, 82, 535974.67
57, 83, 844551.85
57, 84, 2607.77
57, 85, 1542858.27
57, 86, 322559.73
57, 87, 1627389.15
57, 88, 1319877.69
57, 89, -32796.53
57, 90, 1324576.35
57, 91, 685504.87
57, 92, 1070096.17
57, 93, 170296.97
57, 94, 1406343.76
57, 95, 1591252.36
57, 96, 301239.78
57, 97, 866968.94
57, 98, 1381467.54
57, 99, 1615195.22
58, 0, 1503165.82
58, 1, 17455.71
58, 2, 456279.78
58, 3, 738375.02
58, 4, 382487.15
58, 5, 359345.67
58, 6, -68918.16
58, 7, 1517425.21
58, 8, 1711790.30
58, 9, 1076631.90
58, 10, 1821291.64
58, 11, 1776207.71
58, 12, 402686.44
58, 13, 1151086.69
58, 14, 1326892.44
58, 15, 1200561.02
58, 16, 1754754.08
58, 17, 1481265.35
58, 18, 1792491.93
58, 19, 1304148.73
58, 20, 1357323.90
58, 21, 563454.68
58, 22, -33554.08
58, 23, 300160.03
58, 24, 1910617.92
58, 25, 1560309.60
58, 26, 471584.85
58, 27, 1945467.52
58, 28, 690924.64
58, 29, 1174757.22
58, 30, 1378975.38
58, 31, 1694551.95
58, 32, 1395434.21
58, 33, 1745343.80
58, 34, 525935.57
58, 35, 1380397.56
58, 36, 1800455.52
58, 37, 49224.21
58, 38, 188143.00
58, 39, 1362581.68
58, 40, 1176366.45
58, 41, 1408202.48
58, 42, 457753.40
58, 43, 1465318.58
58, 44, 311298.10
58, 45, 1786651.27
58, 46, 917294.25
58, 47, -165965.39
58, 48, 759855.15
58, 49, 1857945.23
58, 50, -37915.93
58, 51, -88783.34
58, 52, 1766175.85
58, 53, 1731476.33
58, 54, -29587.49
58, 55, 1914382.10
58, 56, 920951.04
58, 57, 55911.94
58, 58, 928759.32
58, 59, -60293.28
58, 60, 658019.89
58, 61, -172853.76
58, 62, -33776.93
58, 63, 923290.39
58, 64, 267274.32
58, 65, 537192.40
58, 66, -56440.11
58, 67, 289733.46
58, 68, 209782.39
58, 69, 665821.15
58, 70, 121750.96
58, 71, -24947.04
58, 72, 807896.06
58, 73, 358851.88
58, 74, -132060.97
58, 75, 700600.33
58, 76, 553815.38
58, 77, 1024421.62
58, 78, 1036861.59
58, 79, 620050.31
58, 80, 1986236.49
58, 81, 332129.26
58, 82, 1870669.15
58, 83, 1114265.33
58, 84, -127523.22
58, 85, 74942.91
58, 86, 1260744.38
58, 87, 416651.79
58, 88, 1945020.93
58, 89, 894695.12
58, 90, 9548.45
58, 91, 750883.40
58, 92, 103264.74
58, 93, 339775.73
58, 94, 510361.42
58, 95, 654605.25
58, 96, 988169.79
58, 97, 99170.79
58, 98, 1131827.11
58, 99, 1078387.21
59, 0, 1923314.75
59, 1, 1559931.54
59, 2, 993294.20
59, 3, 1978524.47
59, 4, 355332.12
59, 5, 285269.06
59, 6, 1587426.29
59, 7, 311077.15
59, 8, 1050579.88
59, 9, 899548.06
59, 10, -102312.26
59, 11, 1651103.23
59, 12, -128878.99
59, 13, 898490.24
59, 14, 1643049.72
59, 15, 46755.99
59, 16, 425083.04
59, 17, 992098.86
59, 18, 1283109.64
59, 19, 249899.71
59, 20, 112684.11
59, 21, 741149.41
59, 22, -94209.75
59, 23, 415987.42
59, 24, 189253.00
59, 25, 775529.54
59, 26, 632320.77
59, 27, 1190509.08
59, 28, 613004.04
59, 29, 17597.72
59, 30, 1322453.48
59, 31, 1276423.09
59, 32, 757800.00
59, 33, 1879095.89
59, 34, -177167.14
59, 35, 1577730.17
59, 36, 806488.76
59, 37, 1154461.34
59, 38, 1633492.11
59, 39, 340707.44
59, 40, 735493.03
59, 41, 1484476.89
59, 42, 1796567.78
59, 43, 1369335.90
59, 44, 367913.73
59, 45, 1502539.00
59, 46, 1019569.36
59, 47, 820551.65
59, 48, 1821685.73
59, 49, 1787797.18
59, 50, -48280.93
59, 51, 1707974.39
59, 52, 1005313.24
59, 53, 64721.81
59, 54, 687288.85
59, 55, 1576575.06
59, 56, 411702.17
59, 57, -66861.41
59, 58, 590955.29
59, 59, 1648105.39
59, 60, 1727804.87
59, 61, 224264.45
59, 62, 688165.47
59, 63, 753474.69
59, 64, 1774757.65
59, 65, 8746.00
59, 66, 771052.48
59, 67, -50875.15
59, 68, 172406.81
59, 69, 300746.93
59, 70, 1055913.53
59, 71, 901776.62
59, 72, 1422607.09
59, 73, 1441092.60
59, 74, 585740.80
59, 75, 438044.51
59, 76, 565077.85
59, 77, 1163477.80
59, 78, 1382190.64
59, 79, 62947.44
59, 80, 1568886.11
59, 81, 347480.97
59, 82, 1038497.23
59, 83, -92461.47
59, 84, 1467571.44
59, 85, 1518661.43
59, 86, 1017408.63
59, 87, 1284577.02
59, 88, -11770.78
59, 89, 300647.80
59, 90, 1380883.93
59, 91, 1149998.28
59, 92, 646699.13
59, 93, -95327.62
59, 94, 394681.07
59, 95, 1454101.40
59, 96, 265034.33
59, 97, 1976514.75
59, 98, 941420.34
59, 99, -159765.51
60, 0, 503333.98
60, 1, -4369.64
60, 2, 1595493.64
60, 3, 779813.17
60, 4, 977783.21
60, 5, 755963.39
60, 6, 1862179.34
60, 7, 540582.66
60, 8, 1453962.09
60, 9, 1516180.26
60, 10, 941698.12
60, 11, 1849860.78
60, 12, 509656.55
60, 13, 527784.37
60, 14, 1250013.50
60, 15, 844949.92
60, 16, 1565395.55
60, 17, 1947036.74
60, 18, 186494.71
60, 19, 921064.72
60, 20, 1072347.47
60, 21, 981338.10
60, 22, 1151884.48
60, 23, -6741.05
60, 24, 172692.45
60, 25, 304830.65
60, 26, 1281974.49
60, 27, 1451721.25
60, 28, -106871.27
60, 29, 1025018.63
60, 30, -116945.49
60, 31, 1592062.06
60, 32, 1682501.67
60, 33, 566122.13
60, 34, 644240.17
60, 35, -17211.86
60, 36, 1633748.71
60, 37, 632026.50
60, 38, 594792.78
60, 39, 1790735.35
60, 40, 1299333.82
60, 41, 1968865.55
60, 42, 1097553.54
60, 43, 1837947.41
60, 44, 1222022.04
60, 45, 759690.06
60, 46, 1675507.24
60, 47, -55784.91
60, 48, 1608479.15
60, 49, 1497679.99
60, 50, 1082239.36
60, 51, -121919.44
60, 52, 1487678.11
60, 53, 375754.79
60, 54, 1781059.67
60, 55, 1419417.80
60, 56, 1312930.31
60, 57, 1507317.25
60, 58, 1334494.44
60, 59, 944207.03
60, 60, 1281583.51
60, 61, 149774.62
60, 62, 609280.48
60, 63, 552232.41
60, 64, 735202.17
60, 65, 1469452.18
60, 66, 160503.07
60, 67, 117471.20
60, 68, 529599.91
60, 69, 957695.43
60, 70, 1341876.48
60, 71, 127767.70
60, 72, 673262.55
60, 73, 1735972.36
60, 74, 1217394.28
60, 75, 1667050.96
60, 76, 690533.25
60, 77, 440032.67
60, 78, 369.04
60, 79, 499698.53
60, 80, 541127.06
60, 81, 1758132.31
60, 82, 1230912.88
60, 83, 993671.76
60, 84, -42183.55
60, 85, 1893542.90
60, 86, 1741564.40
60, 87, 166155.81
60, 88, 784195.32
60, 89, 582658.47
60, 90, 650219.19
60, 91, 1559833.31
60, 92, 897095.60
60, 93, 392245.29
60, 94, -137879.91
60, 95, 1766929.94
60, 96, -75232.25
60, 97, 1437807.68
60, 98, 1619730.83
60, 99, 1663760.63
61, 0, 351063.32
61, 1, 53985.85
61, 2, 1008902.27
61, 3, 990316.86
61, 4, 500859.91
61, 5, 432767.58
61, 6, 1685788.71
61, 7, 1983601.51
61, 8, 1345784.51
61, 9, -32108.61
61, 10, 1473801.57
61, 11, 716885.99
61, 12, 1830479.00
61, 13, -147555.47
61, 14, 1705254.48
61, 15, 1540997.73
61, 16, 1882178.76
61, 17, 1411502.14
61, 18, 1355509.14
61, 19, 349098.03
61, 20, -151883.78
61, 21, -119158.74
61, 22, 24975.33
61, 23, -81803.85
61, 24, 683735.06
61, 25, 739634.09
61, 26, 1509933.27
61, 27, 1996300.37
61, 28, 636476.79
61, 29, 1072173.37
61, 30, 1412367.99
61, 31, 812070.69
61, 32, 1186912.00
61, 33, 1364575.14
61, 34, 670513.17
61, 35, 1150675.15
61, 36, 1873628.85
61, 37, 1409694.53
61, 38, 637271.43
61, 39, 1795197.28
61, 40, 966555.96
61, 41, 537522.73
61, 42, 1927336.65
61, 43, 1449117.82
61, 44, 11258.77
61, 45, 1976661.04
61, 46, 1814320.39
61, 47, -58969.92
61, 48, 301044.68
61, 49, 927621.36
61, 50, 1400580.04
61, 51, 846236.21
61, 52, 433430.99
61, 53, 1741468.15
61, 54, 149684.45
61, 55, 608775.99
61, 56, 164529.15
61, 57, 585197.18
61, 58, 587951.18
61, 59, 1508592.35
61, 60, 1166810.10
61, 61, 1582248.11
61, 62, 1043620.34
61, 63, 1473119.26
61, 64, 1455981.43
61, 65, 245419.99
61, 66, 923426.02
61, 67, -48051.93
61, 68, 1551374.53
61, 69, 722650.27
61, 70, 436163.55
61, 71, 1673937.41
61, 72, -182743.16
61, 73, 1408631.30
61, 74, 646019.98
61, 75, 1963758.76
61, 76, 1521273.16
61, 77, 51117.70
61, 78, 1979074.15
61, 79, 1019497.17
61, 80, 156699.44
61, 81, 1244304.07
61, 82, 1986510.46
61, 83, 683419.92
61, 84, 1286027.05
61, 85, -92859.07
61, 86, 1085048.98
61, 87, 1478696.84
61, 88, -159487.53
61, 89, 1114426.44
61, 90, 1509185.12
61, 91, 422981.90
61, 92, 279181.48
61, 93, 403529.56
61, 94, 1047772.55
61, 95, 1433426.56
61, 96, 1075115.14
61, 97, -22622.58
61, 98, 495989.38
61, 99, 135139.03
62, 0, 204583.48
62, 1, 623989.06
62, 2, 1272864.70
62, 3, 249516.78
62, 4, -115335.49
62, 5, 72921.29
62, 6, 92090.28
62, 7, 106022.19
62, 8, 1377265.44
62, 9, 464121.51
62, 10, 1077517.43
62, 11, 1884928.44
62, 12, 1843882.60
62, 13, 716923.99
62, 14, 892352.88
62, 15, 1486545.45
62, 16, 1189683.61
62, 17, 914526.94
62, 18, 1467919.20
62, 19, 1213938.82
62, 20, 1081993.20
62, 21, 1745653.91
62, 22, -142879.63
62, 23, 1726860.86
62, 24, 743874.35
62, 25, 1507650.92
62, 26, -120516.13
62, 27, 1488480.53
62, 28, 891067.04
62, 29, -118759.78
62, 30, 1826501.97
62, 31, 1153603.46
62, 32, 1886685.66
62, 33, -27049.09
62, 34, 1385488.50
62, 35, 85437.45
62, 36, 66300.03
62, 37, 1000090.49
62, 38, 579360.33
62, 39, 78517.14
62, 40, 1994654.65
62, 41, 457358.33
62, 42, 1833417.63
62, 43, 1559995.44
62, 44, 1891656.13
62, 45, 1806338.64
62, 46, 222455.76
62, 47, -94841.18
62, 48, 1802303.54
62, 49, 1866399.19
62, 50, 1563790.79
62, 51, 794136.59
62, 52, 654043.68
62, 53, 1978932.72
62, 54, 1635805.21
62, 55, -109780.65
62, 56, 164109.43
62, 57, 1908151.09
62, 58, 1696862.98
62, 59, 1794428.23
62, 60, 1203411.00
62, 61, 594716.46
62, 62, 1070662.89
62, 63, 553727.72
62, 64, 463088.45
62, 65, 1791032.81
62, 66, 929387.70
62, 67, 1330896.24
62, 68, 400702.26
62, 69, 958211.35
62, 70, 660592.15
62, 71, 296622.98
62, 72, 1437946.40
62, 73, 369674.63
62, 74, 319211.02
62, 75, 1657044.25
62, 76, 1602493.45
62, 77, 419790.57
62, 78, 899348.39
62, 79, 956557.24
62, 80, 963257.33
62, 81, 158908.41
62, 82, 235402.21
62, 83, 1509425.13
62, 84, 390094.29
62, 85, 1908963.06
62, 86, 1921836.38
62, 87, 1756503.75
62, 88, 1695229.88
62, 89, 1281069.10
62, 90, 266728.17
62, 91, 1405315.64
62, 92, 232669.20
62, 93, 777121.08
62, 94, 2002899.47
62, 95, 342439.74
62, 96, 624722.66
62, 97, 1102840.92
